,CarModel,AgeOfCar,Price,OdoMeterReading,Gas Type,NoOfOwners,Brand,Brand Encoded,Broker,Direct Owner,Trustmark Broker,Manual,Automatic
194,Maruti Alto K10 LXI,12,0.022522522522522518,0.08113906042468783,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
195,Honda BR-V i-VTEC VX MT,6,0.118018018018018,-0.6478688125659804,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
196,Toyota Innova Crysta 2.8 ZX AT BSIV,6,0.18918918918918917,0.18834610057037432,1,0,Toyota,26,0.0,1.0,0.0,1.0,0.0
197,Hyundai Grand i10 1.2 Kappa Sportz AT,5,0.059684684684684686,-0.6693102205951177,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
198,Maruti Alto 800 LXI,6,0.015765765765765764,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
199,Hyundai Getz GLE,16,0.010135135135135134,-0.1332750198666852,4,1,Hyundai,10,0.0,1.0,0.0,0.0,1.0
200,Maruti Wagon R LXI CNG,10,0.025900900900900897,0.10258046845382512,0,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
201,Hyundai i10 Magna,11,0.023648536036036033,-0.35146278797118635,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
202,Maruti Swift VDI BSIV,8,0.033783783783783786,0.1844866471251296,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
203,Hyundai Getz GLS,16,0.008445945945945946,1.153209461881553,4,1,Hyundai,10,0.0,1.0,0.0,0.0,1.0
204,Maruti Swift ZXI BSIV,7,0.07319819819819819,-1.2674397389759318,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
205,Hyundai i20 Sportz 1.2,9,0.04842342342342342,0.2955531407160608,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
206,Honda City i DTEC VX,9,0.0653153153153153,-0.3476891001580582,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
207,Maruti Alto LXi,14,0.006531531531531531,1.153209461881553,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
208,Maruti Swift Vdi BSIII,16,0.009009009009009009,0.9387953815901798,1,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
209,Mahindra Xylo D4,8,0.05405405405405405,-0.3476891001580582,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
210,Tata Indigo LX,11,0.012387387387387387,0.5099672210074339,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
211,Maruti Alto LX,16,0.00563063063063063,2.439693943629791,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
212,Mahindra Quanto C6,10,0.037049549549549546,0.7243813012988068,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
213,Maruti SX4 Vxi BSIV,11,0.023085585585585582,0.9387953815901798,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
214,Hyundai Santro Xing XL eRLX Euro III,18,0.010698085585585585,0.5099672210074339,4,2,Hyundai,10,1.0,0.0,0.0,0.0,1.0
215,Maruti Baleno Delta Automatic,5,0.059684684684684686,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
216,Maruti Swift Dzire VDI,10,0.04560810810810811,-0.1100539749711295,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
217,Hyundai Venue SX Opt Turbo BSIV,3,0.11599099099099097,-1.3961739527828723,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
218,Maruti Ertiga VXI,8,0.06813063063063061,-1.164220800723665,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
219,Maruti Alto 800 LXI,8,0.03265765765765766,-0.7765172607408042,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
220,Maruti Swift Dzire LDI,10,0.025900900900900897,0.2955531407160608,1,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
221,Renault Duster 110PS Diesel RxZ,10,0.033783783783783786,0.5099672210074339,1,2,Renault,23,0.0,1.0,0.0,0.0,1.0
222,Mahindra XUV500 W8 2WD,8,0.11036036036036034,1.153209461881553,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
223,Honda Jazz 1.5 VX i DTEC,8,0.04842342342342342,-0.6049859965077058,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
224,Mahindra Scorpio 1.99 S4,7,0.05518006756756757,-0.1332750198666852,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
225,Skoda Rapid 1.6 TDI Elegance,11,0.028716216216216214,1.153209461881553,1,2,Skoda,24,0.0,1.0,0.0,0.0,1.0
226,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,6,0.0822072072072072,-1.0981383811778638,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
227,Hyundai Venue SX Opt Diesel,3,0.11036036036036034,-1.3125524614692368,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
228,Toyota Corolla Altis Diesel D4DG,13,0.025900900900900897,1.153209461881553,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
229,Maruti Swift Star VDI,10,0.025900900900900897,-0.24048206001237168,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
230,Volkswagen Ameo 1.5 TDI Highline Plus 16,5,0.07207207207207206,-0.8837243008864907,1,0,Volkswagen,27,0.0,1.0,0.0,0.0,1.0
231,Hyundai Verna CRDi 1.6 AT EX,5,0.12162162162162161,-0.8837243008864907,1,2,Hyundai,10,0.0,1.0,0.0,1.0,0.0
232,Renault Duster 110PS Diesel RxZ,11,0.04673412162162162,0.9387953815901798,1,2,Renault,23,0.0,1.0,0.0,0.0,1.0
233,Renault Duster 85PS Diesel RxL,10,0.04842342342342342,-1.398318093585786,1,2,Renault,23,1.0,0.0,0.0,0.0,1.0
234,Toyota Corolla Altis 1.8 J,15,0.04279279279279279,-0.6693102205951177,4,2,Toyota,26,0.0,1.0,0.0,0.0,1.0
235,Honda City i DTEC VX,8,0.08614864864864864,-0.5621031804494312,1,0,Honda,9,0.0,1.0,0.0,0.0,1.0
236,Tata Nexon 1.5 Revotorq XZ,6,0.1019144144144144,-0.8458587743070343,1,0,Tata,25,1.0,0.0,0.0,0.0,1.0
237,Hyundai i20 Active 1.2 SX,7,0.07094594594594594,-0.8622828928573534,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
238,Maruti Alto K10 2010-2014 VXI,11,0.020270270270270268,0.5099672210074339,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
239,Mahindra Bolero DI DX 7 Seater,22,0.006756756756756757,0.7243813012988068,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
240,Datsun GO Plus T Option,6,0.037162162162162164,0.2955531407160608,4,0,Datsun,5,0.0,1.0,0.0,0.0,1.0
241,Hyundai Accent Executive,13,0.01126126126126126,0.016814836337275922,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
242,Ford Fiesta 1.6 ZXi Duratec,16,0.019144144144144143,-0.1332750198666852,4,4,Ford,8,0.0,1.0,0.0,0.0,1.0
243,Toyota Corolla Altis GL MT,7,0.12725225225225223,-0.04416452809759056,4,0,Toyota,26,0.0,0.0,1.0,0.0,1.0
244,Hyundai Santro LP zipPlus,22,0.003603603603603603,-0.3476891001580582,4,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
245,Hyundai Verna 1.6 SX CRDi (O),12,0.041666666666666664,0.5099672210074339,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
246,Maruti Zen Estilo LXI BS IV,12,0.023648536036036033,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
247,Ford Figo 1.5D Titanium MT,7,0.05574324324324324,-0.8837243008864907,1,0,Ford,8,0.0,1.0,0.0,0.0,1.0
248,Maruti Swift VXI Optional,8,0.04279279279279279,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
249,Nissan Micra Active XV,6,0.04673412162162162,-1.0709721172049467,4,0,Nissan,21,1.0,0.0,0.0,0.0,1.0
250,Hyundai Santro Xing GL Plus,10,0.030405405405405404,-0.3691305081871955,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
251,Toyota Innova 2.5 GX (Diesel) 8 Seater BS IV,15,0.06418918918918919,0.501390657795779,1,4,Toyota,26,0.0,1.0,0.0,0.0,1.0
252,Maruti Alto LX,12,0.01295045045045045,-0.3476891001580582,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
253,Mahindra Xylo E4 8S,13,0.03434684684684685,1.153209461881553,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
254,Maruti SX4 Celebration Petrol,11,0.022522522522522518,0.5099672210074339,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
255,Mahindra Verito 1.5 D4 BSIV,8,0.03153153153153153,0.5099672210074339,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
256,Tata Indigo CR4,10,0.022522522522522518,0.7243813012988068,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
257,Hyundai i10 Sportz,12,0.025900900900900897,-0.3476891001580582,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
258,Hyundai Verna 1.6 VTVT,11,0.03153153153153153,-0.5621031804494312,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
259,Hyundai Grand i10 Nios Magna CRDi,3,0.07657657657657657,-1.389741530374131,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
260,Hyundai EON Magna Plus,7,0.023648536036036033,0.2955531407160608,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
261,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,6,0.07770270270270269,0.9387953815901798,1,0,Volkswagen,27,0.0,1.0,0.0,1.0,0.0
262,Maruti Wagon R VX,23,0.003378378378378378,0.4778051089637279,4,1,Maruti,18,0.0,1.0,0.0,0.0,1.0
263,Ford Fiesta Titanium 1.5 TDCi,10,0.04842342342342342,0.18834610057037432,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
264,Ford Figo Diesel EXI,11,0.029279279279279275,0.2955531407160608,1,2,Ford,8,0.0,1.0,0.0,0.0,1.0
265,Toyota Innova 2.5 VX (Diesel) 8 Seater,10,0.1019144144144144,0.18834610057037432,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
266,BMW 5 Series 520d Luxury Line,6,0.32432432432432434,-0.5621031804494312,1,0,BMW,2,0.0,1.0,0.0,1.0,0.0
267,Hyundai i20 1.4 CRDi Magna,11,0.025900900900900897,0.08113906042468783,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
268,Maruti Omni MPI STD BSIV,8,0.012387387387387387,0.08113906042468783,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
269,Toyota Innova 2.5 G (Diesel) 8 Seater,10,0.11148648648648647,1.153209461881553,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
270,Tata Indica Vista Aqua 1.4 TDI,12,0.007882882882882882,-0.261923468041509,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
271,Toyota Fortuner 2.8 2WD AT BSIV,6,0.3581081081081081,-0.1975992439540971,1,0,Toyota,26,0.0,1.0,0.0,1.0,0.0
272,Chevrolet Aveo 1.4 LS,15,0.01689189189189189,0.3239415649466386,4,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
273,Hyundai Xcent 1.1 CRDi SX,7,0.04617117117117117,-0.6693102205951177,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
274,Renault KWID RXT,7,0.02815315315315315,-0.1332750198666852,4,2,Renault,23,0.0,1.0,0.0,0.0,1.0
275,Nissan Micra Active XV S,10,0.016216216216216214,-0.7765172607408042,4,0,Nissan,21,0.0,1.0,0.0,0.0,1.0
276,Maruti Ciaz ZXi Plus,8,0.07376126126126126,-0.004626571691861379,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
277,Maruti Wagon R VXI,11,0.030405405405405404,0.2955531407160608,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
278,Ford EcoSport 1.5 TDCi Titanium BSIV,7,0.07094594594594594,0.32975218652253485,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
279,Chevrolet Beat Diesel LT,11,0.020270270270270268,-0.3476891001580582,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
280,Tata Manza Aura Quadrajet,14,0.01858108108108108,-0.1332750198666852,1,4,Tata,25,0.0,1.0,0.0,0.0,1.0
281,Hyundai EON Era Plus Sports Edition,9,0.029279279279279275,-0.24048206001237168,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
282,Hyundai Santro Xing XL eRLX Euro III,16,0.006193693693693693,1.0245610137067291,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
283,Mahindra TUV 300 T8 AMT,7,0.07995495495495494,-0.1332750198666852,1,2,Mahindra,17,0.0,1.0,0.0,1.0,0.0
284,Hyundai EON Magna Optional,8,0.03153153153153153,-0.9480485249739027,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
285,Maruti Swift Dzire VDI,5,0.0822072072072072,-0.9909313410321773,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
286,Mahindra Xylo Celebration Edition BSIV,13,0.020270270270270268,3.7261784253780292,1,4,Mahindra,17,0.0,1.0,0.0,0.0,1.0
287,BMW X5 xDrive 30d xLine,4,0.5551801801801801,-0.7765172607408042,1,0,BMW,2,1.0,0.0,0.0,1.0,0.0
288,Maruti Wagon R LXI LPG BSIV,11,0.022522522522522518,0.2955531407160608,3,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
289,Maruti SX4 ZDI,12,0.022522522522522518,0.5099672210074339,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
290,Mahindra Xylo D2 BSIV,10,0.04842342342342342,1.153209461881553,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
291,Maruti Alto LXi,14,0.010135135135135134,-0.9909313410321773,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
292,Maruti Baleno Alpha 1.2,6,0.06745495495495495,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
293,Maruti Swift Dzire VDi,14,0.014639639639639638,1.153209461881553,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
294,Tata Indica LXI,19,0.006756756756756757,-0.4334547322746074,4,2,Tata,25,0.0,1.0,0.0,0.0,1.0
295,Renault KWID RXL,7,0.022522522522522518,-0.1332750198666852,4,4,Renault,23,0.0,1.0,0.0,0.0,1.0
296,Renault KWID RXT,7,0.03153153153153153,-0.5621031804494312,4,0,Renault,23,0.0,1.0,0.0,0.0,1.0
297,Renault Captur 1.5 Diesel RXT,6,0.09065315315315314,-1.1303004932215697,1,0,Renault,23,0.0,1.0,0.0,0.0,1.0
298,Mahindra XUV500 AT W10 AWD,7,0.10698186936936936,0.08113906042468783,1,2,Mahindra,17,0.0,1.0,0.0,1.0,0.0
299,Chevrolet Aveo U-VA 1.2 LS,14,0.012387387387387387,0.4519253294725592,4,0,Chevrolet,3,1.0,0.0,0.0,0.0,1.0
300,Mahindra Scorpio M2DI,13,0.0518018018018018,0.5099672210074339,1,0,Mahindra,17,0.0,1.0,0.0,0.0,1.0
301,Chevrolet Tavera LS B3 7 Seats BSII,18,0.014639639639639638,1.796451702755672,1,0,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
302,Tata Zest Revotron 1.2 XT,8,0.04054054054054054,-1.0519964710991603,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
303,Maruti 800 AC,15,0.007882882882882882,0.08113906042468783,4,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
304,Honda City i VTEC S,9,0.05405405405405405,-0.1332750198666852,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
305,Renault Duster 85PS Diesel RxL,10,0.04842342342342342,-1.398318093585786,1,2,Renault,23,1.0,0.0,0.0,0.0,1.0
306,Maruti Zen Estilo Sports,15,0.013513513513513513,1.153209461881553,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
307,Hyundai Verna 1.6 VTVT,13,0.019144144144144143,-0.6049859965077058,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
308,Hyundai i10 Magna,15,0.013513513513513513,0.8084530621810542,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
309,Renault Duster 85PS Diesel RxL Optional,11,0.03997747747747748,1.796451702755672,1,0,Renault,23,0.0,1.0,0.0,0.0,1.0
310,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,5,0.10247747747747747,-0.9909313410321773,1,0,Ford,8,0.0,1.0,0.0,0.0,1.0
311,Hyundai Verna 1.6 SX VTVT,10,0.04560810810810811,-0.14787661873452768,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
312,Hyundai Verna VTVT 1.6 AT SX Option,6,0.12162162162162161,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,1.0,0.0
313,Hyundai Creta 1.6 CRDi SX Plus,8,0.09346846846846846,0.38131877283261006,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
314,Hyundai i20 1.2 Sportz,10,0.03997747747747748,-0.5397826746910993,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
315,Fiat Grande Punto Active (Diesel),14,0.011824324324324323,0.6171742611531204,1,2,Fiat,6,0.0,1.0,0.0,0.0,1.0
316,Hyundai Elite i20 Diesel Asta Option,4,0.09008997747747746,-0.5621031804494312,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
317,Mahindra Scorpio S6 Plus 7 Seater,8,0.09797297297297296,-0.3048062840997836,1,0,Mahindra,17,1.0,0.0,0.0,0.0,1.0
318,Tata Indica Vista Aura 1.2 Safire,14,0.01126126126126126,0.2955531407160608,4,2,Tata,25,0.0,1.0,0.0,0.0,1.0
319,Nissan Terrano XL 85 PS,9,0.0653153153153153,-0.8408414848282161,1,0,Nissan,21,1.0,0.0,0.0,0.0,1.0
320,Maruti 800 AC BSIII,16,0.006193693693693693,0.5099672210074339,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
321,Maruti Ritz VDi,12,0.020270270270270268,1.153209461881553,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
322,Maruti 800 AC BSIII,14,0.010135135135135134,0.35987736480347277,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
323,BMW 5 Series 530i,17,0.0518018018018018,0.9387953815901798,4,2,BMW,2,0.0,1.0,0.0,1.0,0.0
324,Tata Indica Vista Aqua 1.3 Quadrajet,13,0.010135135135135134,0.9387953815901798,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
325,Honda Amaze VX i-VTEC,5,0.07432432432432431,-0.3777070713988504,4,0,Honda,9,1.0,0.0,0.0,0.0,1.0
326,Maruti S-Cross Alpha DDiS 200 SH,6,0.11036036036036034,-0.7765172607408042,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
327,Maruti Ertiga SHVS VDI,6,0.08614864864864864,-0.905165708915628,1,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
328,Hyundai EON LPG Magna Plus,11,0.01689189189189189,2.225279863338418,3,4,Hyundai,10,0.0,1.0,0.0,0.0,1.0
329,Maruti Alto 800 VXI,5,0.018355855855855852,-0.5621031804494312,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
330,Volvo XC 90 D5 Inscription BSIV,6,0.5045045045045045,0.2955531407160608,1,0,Volvo,28,0.0,1.0,0.0,1.0,0.0
331,Hyundai Santro Xing XL eRLX Euro III,17,0.009009009009009009,-0.5621031804494312,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
332,Hyundai Grand i10 1.2 Kappa Asta,4,0.05405405405405405,-0.7765172607408042,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
333,Toyota Innova Crysta 2.4 VX MT BSIV,6,0.14414414414414414,0.08113906042468783,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
334,Volkswagen Polo 1.5 TDI Comfortline,8,0.04842342342342342,0.35333773535458585,1,0,Volkswagen,27,1.0,0.0,0.0,0.0,1.0
335,Tata Safari Storme VX Varicor 400,7,0.09572060810810809,0.2955531407160608,1,0,Tata,25,0.0,1.0,0.0,0.0,1.0
336,Tata Nexon 1.2 Revotron XZ Plus,4,0.07826576576576576,-1.2482282373818248,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
337,Ford Figo Petrol EXI,9,0.037162162162162164,0.5099672210074339,4,2,Ford,8,0.0,1.0,0.0,0.0,1.0
338,Ford Ecosport 1.0 Ecoboost Titanium Optional,9,0.051238738738738736,-0.020943483202034867,4,0,Ford,8,1.0,0.0,0.0,0.0,1.0
339,Tata Indica DLS,17,0.004166666666666666,0.2955531407160608,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
340,Hyundai i10 Sportz 1.1L,6,0.03997747747747748,-1.2053454213235502,4,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
341,Maruti Swift VDI,7,0.06869369369369369,-0.24048206001237168,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
342,Maruti Ertiga VXI,8,0.06813063063063061,-1.164220800723665,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
343,Chevrolet Cruze LTZ AT,11,0.038175675675675674,1.153209461881553,1,4,Chevrolet,3,0.0,1.0,0.0,1.0,0.0
344,Hyundai Accent CRDi,17,0.01689189189189189,3.8386171690828252,1,1,Hyundai,10,0.0,1.0,0.0,0.0,1.0
345,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,5,0.10472972972972971,-1.0981383811778638,1,0,Maruti,18,0.0,1.0,0.0,1.0,0.0
346,Honda Jazz S,14,0.03153153153153153,-0.3476891001580582,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
347,Hyundai i10 Era,11,0.023648536036036033,-0.4548961403037447,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
348,Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,13,0.029279279279279275,6.084733308583132,1,2,Chevrolet,3,0.0,1.0,0.0,0.0,1.0
349,Toyota Innova Crysta 2.5 VX BS IV,12,0.05630630630630631,1.153209461881553,1,0,Toyota,26,0.0,1.0,0.0,0.0,1.0
350,Maruti Alto 800 LXI,9,0.010135135135135134,-0.8837243008864907,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
351,Hyundai Verna CRDi SX,13,0.03153153153153153,1.367623542172926,1,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
352,Nissan Terrano XV Premium 110 PS,9,0.059684684684684686,0.9387953815901798,1,2,Nissan,21,0.0,1.0,0.0,0.0,1.0
353,Maruti Swift Dzire VDI,6,0.06655405405405404,-0.6821750654126001,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
354,Mahindra Bolero DI DX 8 Seater,14,0.03153153153153153,-0.24048206001237168,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
355,Hyundai i20 Asta 1.4 CRDi,10,0.03153153153153153,0.5099672210074339,1,0,Hyundai,10,0.0,1.0,0.0,0.0,1.0
356,Maruti Zen VX,22,0.00731981981981982,0.42420158889088466,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
357,Hyundai i10 Sportz 1.2,13,0.025675675675675674,-0.06895079577927328,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
358,Hyundai Grand i10 1.2 CRDi Magna,7,0.04560810810810811,-0.508499660376588,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
359,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,8,0.06981981981981981,-0.9266071169447653,4,0,Skoda,24,0.0,1.0,0.0,0.0,1.0
360,Tata Indica Vista Aura Plus 1.3 Quadrajet,11,0.020270270270270268,0.5099672210074339,1,2,Tata,25,0.0,1.0,0.0,0.0,1.0
361,Maruti Celerio ZXI,6,0.04448198198198198,-0.9909313410321773,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
362,Maruti Wagon R LXI Minor,15,0.010135135135135134,0.7243813012988068,4,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
363,Hyundai Accent GLE CNG,13,0.014076576576576577,0.5099672210074339,0,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
364,Hyundai i10 Era,15,0.011824324324324323,0.7672641173570814,4,2,Hyundai,10,0.0,1.0,0.0,0.0,1.0
365,Hyundai Verna 1.6 CRDi SX,7,0.07545045045045044,0.14546328451209972,1,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
366,Tata Hexa XTA,6,0.13288288288288286,-0.3476891001580582,1,0,Tata,25,0.0,1.0,0.0,1.0,0.0
367,Maruti Swift ZXI BSIV,7,0.07319819819819819,-1.2674397389759318,4,0,Maruti,18,0.0,0.0,1.0,0.0,1.0
368,Hyundai EON Era Plus,5,0.03434684684684685,-0.9774446953818499,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
369,Hyundai EON Era Plus,7,0.033783783783783786,-0.8909714968003392,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
370,Maruti Wagon R LXI BS IV,10,0.03490990990990991,-0.23136946159998834,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
371,Maruti Vitara Brezza VDi Option,6,0.07657657657657657,-0.3476891001580582,1,2,Maruti,18,0.0,1.0,0.0,0.0,1.0
372,Maruti Swift VDI BSIV,8,0.04842342342342342,0.08113906042468783,1,4,Maruti,18,0.0,1.0,0.0,0.0,1.0
373,Hyundai Santro Sportz AMT,4,0.05236475225225225,-1.3124023716130329,4,0,Hyundai,10,1.0,0.0,0.0,1.0,0.0
374,Ford Ecosport 1.5 Diesel Titanium,7,0.07094594594594594,-0.17821621109575697,1,0,Ford,8,1.0,0.0,0.0,0.0,1.0
375,Maruti Celerio VXI,7,0.036036036036036036,-0.21904065198323439,4,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
376,Hyundai Verna 1.6 VTVT SX,8,0.08333333333333333,-0.23319198128246502,4,0,Hyundai,10,0.0,0.0,1.0,0.0,1.0
377,Maruti Ciaz VDi Option SHVS,8,0.06137387387387388,-0.02606797972099868,1,0,Maruti,18,1.0,0.0,0.0,0.0,1.0
378,Hyundai EON Magna Plus,8,0.025337837837837836,-0.7336344446825296,4,0,Hyundai,10,1.0,0.0,0.0,0.0,1.0
379,Tata Indica GLS BS IV,13,0.008896396396396396,0.08113906042468783,4,0,Tata,25,0.0,1.0,0.0,0.0,1.0
380,Nissan Micra Diesel XV,12,0.028941441441441437,-0.07750591758289907,1,2,Nissan,21,1.0,0.0,0.0,0.0,1.0
381,Maruti Baleno Zeta 1.2,6,0.059684684684684686,-0.9909313410321773,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
382,Maruti Alto LXi,14,0.014639639639639638,1.153209461881553,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
383,Ford Endeavour 2.2 Titanium AT 4X2,4,0.3130630630630631,-1.2053454213235502,1,0,Ford,8,0.0,1.0,0.0,1.0,0.0
384,Honda City i DTEC VX,9,0.07376126126126126,0.5099672210074339,1,0,Honda,9,1.0,0.0,0.0,0.0,1.0
385,Mahindra Scorpio S4 4WD,9,0.07657657657657657,0.08113906042468783,1,2,Mahindra,17,0.0,1.0,0.0,0.0,1.0
386,Maruti Omni E MPI STD BS IV,9,0.023648536036036033,-1.174233938273272,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
387,Honda Brio 1.2 S Option MT,4,0.05236475225225225,-1.2267868293526876,4,0,Honda,9,0.0,1.0,0.0,0.0,1.0
388,Honda City i DTEC SV,8,0.06249999999999999,-0.06380485785228034,1,0,Honda,9,0.0,0.0,1.0,0.0,1.0
389,Maruti Alto 800 LXI,5,0.028716216216216214,-0.6693102205951177,4,0,Maruti,18,0.0,1.0,0.0,0.0,1.0
